particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599660924928,-211,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,-0.577691853,0.428671926,-1.27694643,0.139569998,-1
4503599677702144,2212,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,-0.1120781,1.62538481,-6.58417845,0.938269973,1
4503599694479360,-2112,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,-0.460606366,2.27642703,-6.8805542,0.93957001,0
4503599711256576,-211,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,1.10030186,1.17188108,-8.70971107,0.139569998,-1
4503599728033792,321,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,0.392071605,0.890033782,-5.04891682,0.49368,1
4503599946137600,-321,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,-2.54924369,-1.96174002,1.5387938,0.49368,-1
4503599962914816,211,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,-1.54502881,0.602838814,1.88136256,0.139569998,1
4503599979692032,-211,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,0.101840355,0.470977455,-0.448321313,0.139569998,-1
4503599996469248,211,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,0.565303564,0.182184488,0.218786404,0.139569998,1
4503600013246464,-211,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,2.3645761,-0.541016996,-3.50509501,0.139569998,-1
4503600030023680,321,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,1.46708596,-0.726984799,-3.3153553,0.49368,1
4503600046800896,-321,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,1.04517472,-1.77178347,5.28615046,0.49368,-1
4503600063578112,211,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,-0.11210829,-0.233234972,0.865277946,0.139569998,1
4503600080355328,-211,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,-0.435581416,-2.83271623,2.52552319,0.139569998,-1
4503600097132544,2212,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,-0.199855477,-1.76789069,1.38823605,0.938269973,1
4503600113909760,-2212,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,0.787454426,-2.20368505,0.297695756,0.938269973,-1
4503600130686976,-211,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,-0.104693592,-0.374705732,1.87960613,0.139569998,-1
4503600214573056,-321,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,-0.441147655,1.05596983,0.702874303,0.49368,-1
4503600231350272,321,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,-0.169944331,1.19845581,0.220059007,0.49368,1
4503600248127488,-321,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,-1.66105831,1.38825285,0.49451071,0.49368,-1
4503600264904704,211,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,-0.583466828,0.445203811,-0.852473855,0.139569998,1
4503600281681920,2112,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,-1.39258158,1.72464371,-2.06590152,0.93957001,0
4503600298459136,-2212,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,-0.514636934,0.378476739,-1.2366662,0.938269973,-1
4503600315236352,211,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,-1.4350214,1.8193469,-2.71446419,0.139569998,1
4503600332013568,-211,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,-0.0360923372,0.00785477366,-1.38501418,0.139569998,-1
4503600348790784,211,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,0.320955783,-0.0731199309,0.0482716002,0.139569998,1
4503600365568000,211,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,0.00332727865,-0.202538922,4.7959156,0.139569998,1
4503600382345216,-211,0,0.0106792189,-0.0140262125,-11.0637608,-3.88068366,0.477786839,0.492560744,1.60243845,0.139569998,-1
