particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599677702144,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,1.31868005,-0.660746396,-171.639877,0.139569998,1
4503599694479360,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,4.55456161,-0.749766707,-404.13324,0.139569998,-1
4503599711256576,-321,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.688501656,0.217063189,0.779104054,0.49368,-1
4503599728033792,2212,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.106294893,-0.129221439,1.16038167,0.938269973,1
4503599744811008,-2112,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.239701703,-0.599808633,4.94563866,0.93957001,0
4503599761588224,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.93183291,-0.874688745,8.37214661,0.139569998,-1
4503599778365440,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.49537873,-0.641389251,0.43461445,0.139569998,-1
4503599795142656,321,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.700986385,-0.546406329,1.2390151,0.49368,1
4503599811919872,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.959504664,0.0688559636,-146.978699,0.139569998,1
4503599828697088,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.138827026,0.297794729,-587.246399,0.139569998,1
4503599895805952,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.516136289,-1.34364223,2.21379185,0.139569998,1
4503599912583168,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.95741713,0.398997188,-2.35663843,0.139569998,1
4503599929360384,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.87192452,-0.56509012,-1.51906669,0.139569998,-1
4503599946137600,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.0674979836,2.14779329,-8.36527348,0.139569998,1
4503599962914816,321,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.0442308933,2.01153135,-10.3658705,0.49368,1
4503599979692032,2212,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-5.04118967,-4.92787695,-2.648072,0.938269973,1
4503599996469248,-2112,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.937956095,0.000592977856,-1.05622721,0.93957001,0
4503600013246464,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.46125114,-0.149925023,-0.94106555,0.139569998,-1
4503600030023680,321,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.435761005,-0.242645368,-3.47606182,0.49368,1
4503600046800896,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.608911097,0.112314448,-11.6441135,0.139569998,-1
4503600063578112,321,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.133335575,-0.0263987705,-10.5689993,0.49368,1
4503600080355328,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.25753969,-0.234634951,-6.85359573,0.139569998,-1
4503600097132544,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.0907910839,0.397258461,-29.7872562,0.139569998,1
4503600113909760,2212,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.53140283,-1.79904091,6.40525723,0.938269973,1
4503600130686976,-2212,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.57517242,-1.99683404,7.00340319,0.938269973,-1
4503600147464192,321,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.297731698,-0.590075314,4.76229191,0.49368,1
4503600164241408,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.287643969,-0.119387217,1.30423963,0.139569998,-1
4503600181018624,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.07967329,-0.208319813,8.53460693,0.139569998,1
4503600197795840,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.54105878,-0.799755335,9.80568314,0.139569998,-1
4503600214573056,321,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.73507798,-0.996369481,26.371109,0.49368,1
4503600231350272,-2112,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.502652705,-0.0946246907,9.3064127,0.93957001,0
4503600248127488,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.119089201,0.259660542,20.7710171,0.139569998,-1
4503600264904704,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.120468616,0.0466996282,0.802205026,0.139569998,-1
4503600281681920,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,1.33053803,1.16751993,3.63539696,0.139569998,1
4503600298459136,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.0014567934,0.905233204,3.21292305,0.139569998,-1
4503600315236352,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.334331721,0.16678077,1.98013008,0.139569998,-1
4503600332013568,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.187648132,0.0201564711,954.928772,0.139569998,1
4503600348790784,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.175319731,0.301927775,354.748932,0.139569998,-1
4503600365568000,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.101480149,-0.118907206,18.9836845,0.139569998,-1
4503600382345216,2112,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.0291778482,-0.124711238,117.632545,0.93957001,0
4503600399122432,-2212,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.139505774,-0.276444107,8.75222111,0.938269973,-1
4503600415899648,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.609248102,-0.176714018,2.95319366,0.139569998,-1
4503600432676864,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.378780425,0.411728591,-0.256283581,0.139569998,1
4503600449454080,-321,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-3.08489227,0.183827773,12.5749521,0.49368,-1
4503600466231296,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.39700079,-0.244674996,3.74269605,0.139569998,1
4503600483008512,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.874069154,0.545206845,0.855379164,0.139569998,1
4503600499785728,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.29136765,0.789838374,-0.170176804,0.139569998,1
4503600516562944,2112,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,1.05758977,0.427614272,-2.39738631,0.93957001,0
4503600533340160,-2112,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.459335893,1.01244521,-11.229187,0.93957001,0
4503600550117376,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.787700295,0.354246587,-32.8027954,0.139569998,-1
4503600566894592,2212,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,1.79697657,0.677669346,-156.429764,0.938269973,1
4503600583671808,-2212,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,1.87159801,-0.285567373,-211.446152,0.938269973,-1
4503600600449024,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.198318839,-0.17773664,-20.5882912,0.139569998,1
4503600617226240,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.313757181,-0.663845181,-131.64772,0.139569998,-1
4503600634003456,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.287222266,0.00204295339,-38.2207451,0.139569998,-1
4503600650780672,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.517836571,0.548176229,-157.509293,0.139569998,1
4503600667557888,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.0522436909,0.102814965,-43.4355507,0.139569998,-1
4503600684335104,-321,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.0764794499,0.000670719659,0.169729084,0.49368,-1
4503600701112320,-321,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.0281843375,0.628854036,0.388252646,0.49368,-1
4503600717889536,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.39620388,-0.0221496504,0.691654801,0.139569998,1
4503600734666752,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.00451338,0.213657245,0.210489258,0.139569998,-1
4503600751443968,2212,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.48821938,-0.360737681,0.174245209,0.938269973,1
4503600768221184,-2212,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.59677339,0.598436236,0.272408992,0.938269973,-1
4503600784998400,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.328508466,-0.120626464,-0.00366644398,0.139569998,1
4503600801775616,2212,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.504051447,0.313292116,-0.39547655,0.938269973,1
4503600818552832,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.215667546,-0.492107868,-1.89076149,0.139569998,1
4503600835330048,-2212,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.857481956,-0.948270679,-5.2920537,0.938269973,-1
4503600852107264,-321,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.691804171,0.277759552,-1.52788055,0.49368,-1
4503600868884480,321,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.37646425,0.594969511,-1.88575995,0.49368,1
4503600885661696,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.0189193636,-0.245327786,-0.0521561839,0.139569998,-1
4503600902438912,2112,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.09001148,0.00764491083,-0.219549388,0.93957001,0
4503600919216128,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.0469358638,-0.012080024,0.613052607,0.139569998,-1
4503600935993344,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.464478016,0.729635775,5.10894489,0.139569998,1
4503600952770560,2112,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.937797725,-0.391689718,12.7778225,0.93957001,0
4503600969547776,-2212,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.622120559,0.108552478,10.9295969,0.938269973,-1
4503600986324992,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.0649467558,-0.20305483,1.00524962,0.139569998,-1
4503601003102208,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.04145646,-0.574043334,13.4771805,0.139569998,1
4503601019879424,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.229928583,-0.680119514,5.18762493,0.139569998,-1
4503601036656640,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.739107311,-0.486600608,7.96425867,0.139569998,1
4503601053433856,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.65508115,-1.76130974,22.9232063,0.139569998,-1
4503601070211072,321,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.96385157,-2.16392016,29.5541553,0.49368,1
4503601086988288,-321,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-1.76018643,-1.40084052,21.8183651,0.49368,-1
4503601103765504,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-2.88844419,-2.55315614,40.2919312,0.139569998,-1
4503601120542720,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.829444945,-0.232547805,16.7640495,0.139569998,1
4503601137319936,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.105376668,-0.420243323,16.5919418,0.139569998,-1
4503601154097152,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.842712998,0.833361506,18.852541,0.139569998,1
4503601170874368,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.437971324,0.223793402,12.4494057,0.139569998,-1
4503601187651584,211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.0955162346,0.261996508,13.0022697,0.139569998,1
4503601204428800,-211,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.185279757,-0.0804877281,-60.5223618,0.139569998,-1
4503601221206016,2112,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,-0.602890432,-0.0757016614,-20.3174076,0.93957001,0
4503601237983232,-2112,0,-0.00327842915,0.000753137632,-34.1255989,3.66231275,0.541232407,-0.471938819,-17.3168316,0.93957001,0
