particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
9007203063169024,504403570582356032,-104.865273,141.442291,-1098,3.70331717,-0.791461289,1.15884805,-7.96235085,8.13933182,-8.73504177e-05,0.000208907979,0.000107586129,-6.7005778e-05,9
18014399096684544,504403570582356038,-159.37886,65.8148193,-1098,-1.06047082,-0.487091243,0.14432396,-2.92932248,2.97632289,0.000126877479,7.21383258e-05,5.85943308e-05,-7.49319806e-05,4
9007201989427200,504403570582356048,-151.898376,-83.8495331,-1098,3.68021441,-0.811114609,-0.508741796,-5.52393341,5.60803413,0.000709075015,0.000352645817,-5.63633257e-05,-7.8973746e-05,9
9007199976161280,504403570582356053,-96.4442825,-141.958588,-1102,3.71477652,-0.438347429,-0.554730892,-4.12640333,4.21554232,-7.04078993e-05,8.59152206e-05,7.41476179e-05,-7.65627919e-05,5
9007199992938496,504403570582356060,7.68944883,-165.977783,-1098,3.6795876,0.120980874,-1.55132937,-9.35987091,9.50116634,-0.000972780166,-0.000806627038,0.000190692968,-6.84537808e-05,6
9007200043270144,504403708021309482,163.265869,24.972311,-958,3.21513772,1.59971511,0.189702645,-8.37157726,8.52630424,-1.46387356e-05,-1.61717969e-06,7.62759373e-05,-7.76742745e-05,6
9007204422123520,504403708021309486,138.565643,80.9218369,-958,3.21688533,0.353834152,0.263948351,-2.37511039,2.41981339,-0.000503546733,0.000352845149,4.77438189e-05,-8.19274719e-05,7
36028799787204608,504403708021309488,131.330292,115.523621,-958,5.84373665,1.42063224,1.17560208,-9.08105564,9.27952194,-0.000432429981,0.00023940581,0.000425037113,-0.00045180702,6
4503599711256576,504403708021309490,115.129799,131.260162,-958,-0.66837889,1.01565874,1.2411561,-8.69593716,8.84368896,-9.15556666e-05,-7.43729179e-05,7.14437047e-05,-9.12020259e-05,8
9007203063169024,504403708021309504,-90.8419647,121.140427,-958,3.22594738,-0.804365218,1.15019357,-7.96244001,8.13945675,0.000521490059,-3.10534779e-05,6.2377876e-06,-6.20089777e-05,7
9007203063169024,504403708021309505,-91.245697,121.718285,-962,3.23958659,-0.803497255,1.15040457,-7.96243382,8.13939476,0.000209745718,0.000277444517,8.28710909e-05,-6.25538305e-05,8
18014399096684544,504403708021309510,-136.201508,58.5846214,-958,-1.53495324,-0.482767582,0.158211559,-2.92940545,2.97640562,1.14558197e-05,9.19258764e-06,8.28032862e-05,-8.28651828e-05,3
31561483338907648,504403708021309514,-174.174316,1.55327666,-958,16.2532749,-0.535082221,-0.0481127426,-3.00104117,3.05194283,0.000614517427,0.000386476953,-3.53222786e-05,-7.9014324e-05,5
9007201989427200,504403708021309520,-131.244095,-71.1125412,-958,3.20611477,-0.818697631,-0.49655363,-5.52400923,5.60811806,-5.39086104e-05,0.000195824759,7.58399765e-05,-8.41678775e-05,8
9007199976161280,504403708021309525,-81.7645493,-122.987801,-962,3.23769879,-0.427000642,-0.562933862,-4.12653303,4.21559238,2.78160533e-05,-0.000598746352,0.000129739987,-4.98179979e-05,4
9007199959384064,504403708021309529,-37.4575043,-166.665115,-962,3.24377418,-0.181171089,-1.02669644,-5.27812672,5.40270996,-0.000419234973,-0.000422055658,0.000208001191,-0.000108906046,5
9007199992938496,504403708021309532,5.98395395,-142.766022,-958,3.20554829,0.107212961,-1.55288899,-9.35986423,9.50124931,-0.000149514206,0.000537058862,-6.40687995e-06,-8.31367724e-05,5
45035998337302528,504403708021309537,85.3277283,-152.684601,-962,3.63981986,0.149759114,-0.37613675,-2.38370943,2.42187071,-0.000324113149,-0.000268659787,0.000104877625,-8.15043823e-05,8
49539596135956480,504403708021309545,158.199631,-55.6653709,-962,-6.03852797,1.0190078,-0.308014721,-6.01632881,6.11137819,-0.000579724903,0.000508968253,0.000719926029,-0.000831009645,7
9007200043270144,504403845460262954,136.52977,21.6657963,-818,2.73951697,1.59765804,0.205944374,-8.37166309,8.52637959,7.45935904e-05,-0.000211176681,8.54366517e-05,-7.50068066e-05,5
9007204422123520,504403845460262958,117.438454,65.73526,-818,2.74110627,0.363148779,0.251387596,-2.37515116,2.41989565,-0.000208964964,-0.000106794672,4.06870167e-05,-8.23775481e-05,6
36028799787204608,504403845460262960,109.512886,97.2987366,-818,5.36654091,1.40976906,1.18872714,-9.08116245,9.27964115,-6.41017614e-05,-4.36731098e-05,0.000106330772,-0.00011938926,5
