particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
13510800224288768,504403845460262955,168.331207,33.876091,-822,6.68843079,0.571554065,0.165841743,-2.65845752,2.72782946,-0.000379258679,0.000140448596,-3.59665887e-06,-6.73918621e-05,6
4503599962914816,504403845460262969,0.100624815,152.418198,-822,6.34204388,0.0477777757,1.99868393,-10.3492937,10.552186,0.0001903011,2.02964329e-05,9.94215006e-05,-9.28021109e-05,9
4503599962914816,504403845460262970,0.0822482258,151.645706,-818,6.32843971,0.0473912358,1.99876511,-10.3494482,10.55235,-7.66350713e-05,-7.01548342e-05,0.000153855464,-0.00016452925,8
4503602479497216,504403845460263005,22.4173603,-168.912003,-822,6.35284519,0.0622396357,-0.845187366,-3.89652705,3.99006486,-0.000435953494,-0.000292786892,0.000137412702,-7.89365367e-05,4
4503602143952896,504403845460263009,82.3074875,-140.299042,-822,6.35089636,0.279211819,-0.376005292,-2.26465631,2.31678391,3.07733753e-05,0.000230001111,4.81617608e-05,-8.06870084e-05,5
22581773602914304,504403845460263019,170.565308,-26.1134453,-822,-2.44374204,0.429951429,-0.114141151,-2.1666317,2.21622634,4.46025588e-05,0.000159280011,0.000100079429,-9.73839124e-05,4
13510800224288768,504403982899216426,141.566086,26.5134888,-698,6.26401711,0.576531649,0.150837794,-2.65842175,2.72797108,0.000142659817,-0.000438836782,7.86272358e-05,-7.06981737e-05,4
13510800224288768,504403982899216427,142.433701,26.7401848,-702,6.27770901,0.576538384,0.150919169,-2.65834308,2.72790051,-0.00070573733,-0.000605183246,-0.000114308685,-7.10841705e-05,5
22517998975713280,504403982899216428,149.648727,57.2984009,-698,-2.86342096,0.514398634,0.146373436,-2.46850276,2.5296278,0.000768400147,-0.000743184879,0.000209167134,-9.06295536e-05,5
22517998975713280,504403982899216429,150.483688,57.5339966,-702,-2.84974742,0.515308261,0.145129621,-2.46829367,2.5295372,-0.000805037853,-0.000114419687,-9.73316783e-05,-7.5457574e-05,6
4503599946137600,504403982899216441,9.65647602,171.044266,-702,5.96254158,0.174741432,2.13592935,-8.3559742,8.62754345,-0.000415657851,-0.000175028224,2.94104102e-05,-8.02237919e-05,5
4503599962914816,504403982899216441,-0.373647243,129.241287,-702,5.93391943,0.0342714414,1.99842715,-10.3496628,10.5524464,-0.00031356269,0.000611338473,0.0002145568,-9.56524091e-05,7
4503599962914816,504403982899216442,-0.38680318,128.468918,-698,5.92031527,0.0338962451,1.99848402,-10.3498125,10.5526028,-8.79025247e-05,-4.90189741e-05,0.000149986881,-0.000156669892,6
4583869747560448,504403982899216444,-42.6441116,162.925018,-698,5.95734119,-0.158324108,0.37763685,-1.56397843,1.62270904,8.74489779e-05,0.00020285463,0.000116394913,-7.34885616e-05,3
4503601489641472,504403982899216451,-127.009659,113.724915,-702,5.96481276,-0.520635664,0.40197283,-2.57349348,2.65988564,9.43502091e-05,0.000255955849,0.000145797341,-0.000120833298,7
22518000452108288,504403982899216460,-152.201813,-27.8351154,-698,-2.86789584,-0.541325927,-0.142973766,-2.68392658,2.74525356,-0.00048906263,-0.00013585134,0.00018734367,-7.9594829e-05,4
22518000452108288,504403982899216461,-153.009277,-28.0487747,-702,-2.85424781,-0.541686893,-0.143593758,-2.68373919,2.74517393,0.000748445047,0.000264923699,-7.87487661e-05,-8.44421593e-05,5
4503603519684608,504403982899216466,-119.640419,-100.551521,-698,5.94339657,-0.369394124,-0.247926533,-1.88660955,1.94337213,-0.000138943462,0.000312881661,5.82804423e-05,-7.00541932e-05,4
4503600835330048,504403982899216468,-102.617279,-122.580704,-698,5.97373772,-0.777896702,-1.00569618,-5.28539085,5.51654387,-0.000615264289,0.000614811433,6.65592015e-05,-8.90260926e-05,4
13510799049883648,504403982899216474,-16.8266163,-161.116592,-698,6.28340244,0.00681590335,-0.394626617,-1.57236648,1.62714255,-0.000626225257,-0.000498116482,0.000204040465,-7.87803219e-05,3
4503602479497216,504403982899216477,20.2603893,-142.902237,-702,5.94295931,0.0778483003,-0.843642652,-3.89667225,3.99015379,-1.35980363e-05,-0.000251404359,0.000145235419,-8.89338335e-05,3
4503602143952896,504403982899216481,67.8315277,-120.143555,-702,5.94140577,0.267166764,-0.384597242,-2.26473999,2.31685567,-3.98815755e-05,-8.76069098e-05,8.35412866e-05,-7.17159055e-05,4
13569076957806592,504403982899216483,106.311462,-137.34967,-702,6.30007124,0.780538917,-0.987461507,-4.67874813,4.84711123,-0.000664396852,0.000669640431,-0.000138042698,-0.000110068933,4
22581773602914304,504403982899216491,146.651642,-20.1882019,-702,-2.85318136,0.433785468,-0.0997782275,-2.16672802,2.2163744,-0.000281365268,-2.4651059e-05,9.61676124e-05,-0.000147956962,3
13510800224288768,504404120338169898,119.816322,21.0835781,-598,5.92172575,0.579975247,0.13775672,-2.65852356,2.72810841,0.000222918374,0.000693114067,0.000151148895,-6.48032365e-05,2
13510800224288768,504404120338169899,120.68924,21.2922955,-602,5.93541813,0.580072999,0.138973221,-2.6583724,2.72804356,-0.000410827983,-0.000652865507,-4.94516571e-05,-7.23170378e-05,3
22517998975713280,504404120338169900,128.883301,51.1166153,-598,-3.20524549,0.511139929,0.158715129,-2.46860051,2.52980685,0.000158630733,-0.000104034909,0.000125970866,-9.73908245e-05,3
22517998975713280,504404120338169901,129.71196,51.3732338,-602,-3.19157195,0.511452436,0.158114254,-2.46847463,2.52970958,-0.00060645584,0.000212969724,-2.82312685e-05,-8.16725951e-05,4
4503599946137600,504404120338169913,7.65698719,145.475281,-602,5.61813688,0.158921227,2.13728786,-8.35618687,8.62777996,0.000489416183,-0.000159595264,0.000212693791,-0.000236503969,4
4503599962914816,504404120338169913,-0.649660885,109.931137,-602,5.59381962,0.0231034737,1.99861717,-10.3498888,10.5526733,-0.000322200853,2.45284027e-05,7.60925395e-05,-7.06851934e-05,5
4503599962914816,504404120338169914,-0.658500373,109.158714,-598,5.58021545,0.0215268806,1.99888349,-10.3499269,10.5527582,0.00111346075,-0.000261053181,3.8345901e-05,-8.47239789e-05,4
4583869747560448,504404120338169916,-32.9862137,138.591003,-598,5.61125088,-0.144171387,0.383731335,-1.56397593,1.62281728,0.000437594659,-0.000303743698,-2.47380535e-06,-0.000108231296,2
