particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599660924928,-321,0,-0.0120002991,-9.48547313e-05,-15.1165705,-1.45888221,1.70493448,-1.22718847,5.9124856,0.49368,-1
4503599677702144,211,0,-0.0120002991,-9.48547313e-05,-15.1165705,-1.45888221,0.766485631,-0.281127483,0.399018914,0.139569998,1
4503599694479360,321,0,-0.0120002991,-9.48547313e-05,-15.1165705,-1.45888221,0.816270828,-0.320241094,1.07436693,0.49368,1
4503599728033792,-211,0,-0.0120002991,-9.48547313e-05,-15.1165705,-1.45888221,0.200102046,-1.26346552,1.31847274,0.139569998,-1
4503599879028736,211,0,-0.0120002991,-9.48547313e-05,-15.1165705,-1.45888221,0.395634323,0.192465559,2.03972721,0.139569998,1
4503599895805952,-211,0,-0.0120002991,-9.48547313e-05,-15.1165705,-1.45888221,1.07608926,0.442727596,2.53172827,0.139569998,-1
4503600315236352,-211,0,-0.0120002991,-9.48547313e-05,-15.1165705,-1.45888221,-0.0698911995,-0.576507151,-1.67698574,0.139569998,-1
4503600332013568,-211,0,-0.0120002991,-9.48547313e-05,-15.1165705,-1.45888221,-0.42075488,-0.743218482,-0.525480807,0.139569998,-1
4503600348790784,-211,0,-0.0120002991,-9.48547313e-05,-15.1165705,-1.45888221,3.4115839,-0.853835464,-1.93342268,0.139569998,-1
4503600365568000,211,0,-0.0120002991,-9.48547313e-05,-15.1165705,-1.45888221,1.68864357,0.397038877,-0.291639417,0.139569998,1
4503600382345216,-211,0,-0.0120002991,-9.48547313e-05,-15.1165705,-1.45888221,1.14725256,-0.39447245,-0.0950635523,0.139569998,-1
4503600415899648,-211,0,-0.0120002991,-9.48547313e-05,-15.1165705,-1.45888221,-0.286965489,0.550728619,1.89538813,0.139569998,-1
4503600617226240,-211,0,-0.0120002991,-9.48547313e-05,-15.1165705,-1.45888221,-0.482607722,-0.169527173,-1.44132233,0.139569998,-1
4503600650780672,-211,0,-0.0120002991,-9.48547313e-05,-15.1165705,-1.45888221,0.487647772,0.481763154,-0.816697001,0.139569998,-1
